Time (sec), Commanded Roll (deg), Reported Roll (deg), Commanded Altitude MSL (m), Reported Altitude MSL (m), Latitude (deg), Longitude (deg)
589.171,0.0,0.0,0.0,0.0,0.0,0.0
589.201,0.0,0.0,0.0,0.0,0.0,0.0
589.226,0.0,0.0,0.0,0.0,0.0,0.0
589.253,0.0,0.0,0.0,0.0,0.0,0.0
589.278,0.0,0.0,0.0,0.0,0.0,0.0
589.304,0.0,0.0,0.0,0.0,0.0,0.0
589.33,0.0,0.0,0.0,0.0,0.0,0.0
589.359,0.0,0.0,0.0,0.0,0.0,0.0
589.387,0.0,0.0,0.0,0.0,0.0,0.0
589.415,0.0,0.0,0.0,0.0,0.0,0.0
589.443,0.0,0.0,0.0,0.0,0.0,0.0
589.471,0.0,0.0,0.0,0.0,0.0,0.0
589.5,0.0,0.0,0.0,0.0,0.0,0.0
589.528,0.0,0.0,0.0,0.0,0.0,0.0
589.554,0.0,0.0,0.0,0.0,0.0,0.0
589.579,0.0,0.0,0.0,0.0,0.0,0.0
589.609,0.0,0.0,0.0,0.0,0.0,0.0
589.637,0.0,0.0,0.0,0.0,0.0,0.0
589.665,0.0,0.0,0.0,0.0,0.0,0.0
589.694,0.0,0.0,0.0,0.0,0.0,0.0
589.721,0.0,0.0,0.0,0.0,0.0,0.0
589.747,0.0,0.0,0.0,0.0,0.0,0.0
589.777,0.0,0.0,0.0,0.0,0.0,0.0
589.807,0.0,0.0,0.0,0.0,0.0,0.0
589.834,0.0,0.0,0.0,0.0,0.0,0.0
589.86,0.0,0.0,0.0,0.0,0.0,0.0
589.885,0.0,0.0,0.0,0.0,0.0,0.0
589.91,0.0,0.0,0.0,0.0,0.0,0.0
589.937,0.0,0.0,0.0,0.0,0.0,0.0
589.965,0.0,0.0,0.0,0.0,0.0,0.0
589.99,0.0,0.0,0.0,0.0,0.0,0.0
590.015,0.0,0.0,0.0,0.0,0.0,0.0
590.043,0.0,0.0,0.0,0.0,0.0,0.0
590.072,0.0,0.0,0.0,0.0,0.0,0.0
590.1,0.0,0.0,0.0,0.0,0.0,0.0
590.128,0.0,0.0,0.0,0.0,0.0,0.0
590.153,0.0,0.0,0.0,0.0,0.0,0.0
590.179,0.0,0.0,0.0,0.0,0.0,0.0
590.204,0.0,0.0,0.0,0.0,0.0,0.0
590.229,0.0,0.0,0.0,0.0,0.0,0.0
590.255,0.0,0.0,0.0,0.0,0.0,0.0
590.284,0.0,0.0,0.0,0.0,0.0,0.0
590.309,0.0,0.0,0.0,0.0,0.0,0.0
590.334,0.0,0.0,0.0,0.0,0.0,0.0
590.36,0.0,0.0,0.0,0.0,0.0,0.0
590.388,0.0,0.0,0.0,0.0,0.0,0.0
590.415,0.0,0.0,0.0,0.0,0.0,0.0
590.441,0.0,0.0,0.0,0.0,0.0,0.0
590.47,0.0,0.0,0.0,0.0,0.0,0.0
590.495,0.0,0.0,0.0,0.0,0.0,0.0
590.522,0.0,0.0,0.0,0.0,0.0,0.0
590.55,0.0,0.0,0.0,0.0,0.0,0.0
590.577,0.0,0.0,0.0,0.0,0.0,0.0
590.606,0.0,0.0,0.0,0.0,0.0,0.0
590.632,0.0,0.0,0.0,0.0,0.0,0.0
590.661,0.0,0.0,0.0,0.0,0.0,0.0
590.686,0.0,0.0,0.0,0.0,0.0,0.0
590.715,0.0,0.0,0.0,0.0,0.0,0.0
590.744,0.0,0.0,0.0,0.0,0.0,0.0
590.771,0.0,0.0,0.0,0.0,0.0,0.0
590.798,0.0,0.0,0.0,0.0,0.0,0.0
590.827,0.0,0.0,0.0,0.0,0.0,0.0
590.854,0.0,0.0,0.0,0.0,0.0,0.0
590.879,0.0,0.0,0.0,0.0,0.0,0.0
590.909,0.0,0.0,0.0,0.0,0.0,0.0
590.935,0.0,0.0,0.0,0.0,0.0,0.0
590.961,0.0,0.0,0.0,0.0,0.0,0.0
590.987,0.0,0.0,0.0,0.0,0.0,0.0
591.015,0.0,0.0,0.0,0.0,0.0,0.0
591.044,0.0,0.0,0.0,0.0,0.0,0.0
591.072,0.0,0.0,0.0,0.0,0.0,0.0
591.1,0.0,0.0,0.0,0.0,0.0,0.0
591.129,0.0,0.0,0.0,0.0,0.0,0.0
591.155,0.0,0.0,0.0,0.0,0.0,0.0
591.181,0.0,0.0,0.0,0.0,0.0,0.0
591.209,0.0,0.0,0.0,0.0,0.0,0.0
591.237,0.0,0.0,0.0,0.0,0.0,0.0
591.265,0.0,0.0,0.0,0.0,0.0,0.0
591.293,0.0,0.0,0.0,0.0,0.0,0.0
591.322,0.0,0.0,0.0,0.0,0.0,0.0
591.349,0.0,0.0,0.0,0.0,0.0,0.0
591.379,0.0,0.0,0.0,0.0,0.0,0.0
591.404,0.0,0.0,0.0,0.0,0.0,0.0
591.429,0.0,0.0,0.0,0.0,0.0,0.0
591.459,0.0,0.0,0.0,0.0,0.0,0.0
591.485,0.0,0.0,0.0,0.0,0.0,0.0
591.515,0.0,0.0,0.0,0.0,0.0,0.0
591.544,0.0,0.0,0.0,0.0,0.0,0.0
591.572,0.0,0.0,0.0,0.0,0.0,0.0
591.6,0.0,0.0,0.0,0.0,0.0,0.0
591.629,0.0,0.0,0.0,0.0,0.0,0.0
591.654,0.0,0.0,0.0,0.0,0.0,0.0
591.68,0.0,0.0,0.0,0.0,0.0,0.0
591.709,0.0,0.0,0.0,0.0,0.0,0.0
591.734,0.0,0.0,0.0,0.0,0.0,0.0
591.76,0.0,0.0,0.0,0.0,0.0,0.0
591.787,0.0,0.0,0.0,0.0,0.0,0.0
591.815,0.0,0.0,0.0,0.0,0.0,0.0
591.841,0.0,0.0,0.0,0.0,0.0,0.0
591.869,0.0,0.0,0.0,0.0,0.0,0.0
591.895,0.0,0.0,0.0,0.0,0.0,0.0
591.922,0.0,0.0,0.0,0.0,0.0,0.0
591.95,0.0,0.0,0.0,0.0,0.0,0.0
591.978,0.0,0.0,0.0,0.0,0.0,0.0
592.003,0.0,0.0,0.0,0.0,0.0,0.0
592.029,0.0,0.0,0.0,0.0,0.0,0.0
592.059,0.0,0.0,0.0,0.0,0.0,0.0
592.087,0.0,0.0,0.0,0.0,0.0,0.0
592.115,0.0,0.0,0.0,0.0,0.0,0.0
592.141,0.0,0.0,0.0,0.0,0.0,0.0
592.167,0.0,0.0,0.0,0.0,0.0,0.0
592.193,0.0,0.0,0.0,0.0,0.0,0.0
592.222,0.0,0.0,0.0,0.0,0.0,0.0
592.247,0.0,0.0,0.0,0.0,0.0,0.0
592.276,0.0,0.0,0.0,0.0,0.0,0.0
592.301,0.0,0.0,0.0,0.0,0.0,0.0
592.328,0.0,0.0,0.0,0.0,0.0,0.0
592.353,0.0,0.0,0.0,0.0,0.0,0.0
592.38,0.0,0.0,0.0,0.0,0.0,0.0
592.409,0.0,0.0,0.0,0.0,0.0,0.0
592.434,0.0,0.0,0.0,0.0,0.0,0.0
592.46,0.0,0.0,0.0,0.0,0.0,0.0
592.487,0.0,0.0,0.0,0.0,0.0,0.0
592.515,0.0,0.0,0.0,0.0,0.0,0.0
592.544,0.0,0.0,0.0,0.0,0.0,0.0
592.572,0.0,0.0,0.0,0.0,0.0,0.0
592.599,0.0,0.0,0.0,0.0,0.0,0.0
592.628,0.0,0.0,0.0,0.0,0.0,0.0
592.654,0.0,0.0,0.0,0.0,0.0,0.0
592.679,0.0,0.0,0.0,0.0,0.0,0.0
592.704,0.0,0.0,0.0,0.0,0.0,0.0
592.73,0.0,0.0,0.0,0.0,0.0,0.0
592.759,0.0,0.0,0.0,0.0,0.0,0.0
592.785,0.0,0.0,0.0,0.0,0.0,0.0
592.81,0.0,0.0,0.0,0.0,0.0,0.0
592.839,0.0,0.0,0.0,0.0,0.0,0.0
592.866,0.0,0.0,0.0,0.0,0.0,0.0
592.897,0.0,0.0,0.0,0.0,0.0,0.0
592.922,0.0,0.0,0.0,0.0,0.0,0.0
592.947,0.0,0.0,0.0,0.0,0.0,0.0
592.972,0.0,0.0,0.0,0.0,0.0,0.0
592.998,0.0,0.0,0.0,0.0,0.0,0.0
593.027,0.0,0.0,0.0,0.0,0.0,0.0
593.055,0.0,0.0,0.0,0.0,0.0,0.0
593.08,0.0,0.0,0.0,0.0,0.0,0.0
593.109,0.0,0.0,0.0,0.0,0.0,0.0
593.136,0.0,0.0,0.0,0.0,0.0,0.0
593.165,0.0,0.0,0.0,0.0,0.0,0.0
593.191,0.0,0.0,0.0,0.0,0.0,0.0
593.219,0.0,0.0,0.0,0.0,0.0,0.0
593.245,0.0,0.0,0.0,0.0,0.0,0.0
593.272,0.0,0.0,0.0,0.0,0.0,0.0
593.299,0.0,0.0,0.0,0.0,0.0,0.0
593.329,0.0,0.0,0.0,0.0,0.0,0.0
593.358,0.0,0.0,0.0,0.0,0.0,0.0
593.383,0.0,0.0,0.0,0.0,0.0,0.0
593.41,0.0,0.0,0.0,0.0,0.0,0.0
593.437,0.0,0.0,0.0,0.0,0.0,0.0
593.465,0.0,0.0,0.0,0.0,0.0,0.0
593.494,0.0,0.0,0.0,0.0,0.0,0.0
593.522,0.0,0.0,0.0,0.0,0.0,0.0
593.549,0.0,0.0,0.0,0.0,0.0,0.0
593.578,0.0,0.0,0.0,0.0,0.0,0.0
593.605,0.0,0.0,0.0,0.0,0.0,0.0
593.631,0.0,0.0,0.0,0.0,0.0,0.0
593.659,0.0,0.0,0.0,0.0,0.0,0.0
593.684,0.0,0.0,0.0,0.0,0.0,0.0
593.71,0.0,0.0,0.0,0.0,0.0,0.0
593.737,0.0,0.0,0.0,0.0,0.0,0.0
593.765,0.0,0.0,0.0,0.0,0.0,0.0
593.79,0.0,0.0,0.0,0.0,0.0,0.0
593.82,0.0,0.0,0.0,0.0,0.0,0.0
593.851,0.0,0.0,0.0,0.0,0.0,0.0
593.88,0.0,0.0,0.0,0.0,0.0,0.0
593.909,0.0,0.0,0.0,0.0,0.0,0.0
593.936,0.0,0.0,0.0,0.0,0.0,0.0
593.965,0.0,0.0,0.0,0.0,0.0,0.0
593.99,0.0,0.0,0.0,0.0,0.0,0.0
594.017,0.0,0.0,0.0,0.0,0.0,0.0
594.043,0.0,0.0,0.0,0.0,0.0,0.0
594.072,0.0,0.0,0.0,0.0,0.0,0.0
594.1,0.0,0.0,0.0,0.0,0.0,0.0
594.125,0.0,0.0,0.0,0.0,0.0,0.0
594.151,0.0,0.0,0.0,0.0,0.0,0.0
594.179,0.0,0.0,0.0,0.0,0.0,0.0
594.209,0.0,0.0,0.0,0.0,0.0,0.0
594.237,0.0,0.0,0.0,0.0,0.0,0.0
594.265,0.0,0.0,0.0,0.0,0.0,0.0
594.294,0.0,0.0,0.0,0.0,0.0,0.0
594.322,0.0,0.0,0.0,0.0,0.0,0.0
594.352,0.0,0.0,0.0,0.0,0.0,0.0
594.377,0.0,0.0,0.0,0.0,0.0,0.0
594.407,0.0,0.0,0.0,0.0,0.0,0.0
594.433,0.0,0.0,0.0,0.0,0.0,0.0
594.459,0.0,0.0,0.0,0.0,0.0,0.0
594.485,0.0,0.0,0.0,0.0,0.0,0.0
594.515,0.0,0.0,0.0,0.0,0.0,0.0
594.543,0.0,0.0,0.0,0.0,0.0,0.0
594.572,0.0,0.0,0.0,0.0,0.0,0.0
594.599,0.0,0.0,0.0,0.0,0.0,0.0
594.627,0.0,0.0,0.0,0.0,0.0,0.0
594.657,0.0,0.0,0.0,0.0,0.0,0.0
594.686,0.0,0.0,0.0,0.0,0.0,0.0
594.715,0.0,0.0,0.0,0.0,0.0,0.0
594.744,0.0,0.0,0.0,0.0,0.0,0.0
594.772,0.0,0.0,0.0,0.0,0.0,0.0
594.801,0.0,0.0,0.0,0.0,0.0,0.0
594.829,0.0,0.0,0.0,0.0,0.0,0.0
594.859,0.0,0.0,0.0,0.0,0.0,0.0
594.886,0.0,0.0,0.0,0.0,0.0,0.0
594.915,0.0,0.0,0.0,0.0,0.0,0.0
594.945,0.0,0.0,0.0,0.0,0.0,0.0
594.972,0.0,0.0,0.0,0.0,0.0,0.0
594.997,0.0,0.0,0.0,0.0,0.0,0.0
595.022,0.0,0.0,0.0,0.0,0.0,0.0
595.047,0.0,0.0,0.0,0.0,0.0,0.0
595.077,0.0,0.0,0.0,0.0,0.0,0.0
595.104,0.0,0.0,0.0,0.0,0.0,0.0
595.129,0.0,0.0,0.0,0.0,0.0,0.0
595.154,0.0,0.0,0.0,0.0,0.0,0.0
595.18,0.0,0.0,0.0,0.0,0.0,0.0
595.209,0.0,0.0,0.0,0.0,0.0,0.0
595.237,0.0,0.0,0.0,0.0,0.0,0.0
595.265,0.0,0.0,0.0,0.0,0.0,0.0
595.294,0.0,0.0,0.0,0.0,0.0,0.0
595.322,0.0,0.0,0.0,0.0,0.0,0.0
595.351,0.0,0.0,0.0,0.0,0.0,0.0
595.377,0.0,0.0,0.0,0.0,0.0,0.0
595.402,0.0,0.0,0.0,0.0,0.0,0.0
595.429,0.0,0.0,0.0,0.0,0.0,0.0
595.459,0.0,0.0,0.0,0.0,0.0,0.0
595.486,0.0,0.0,0.0,0.0,0.0,0.0
595.515,0.0,0.0,0.0,0.0,0.0,0.0
595.545,0.0,0.0,0.0,0.0,0.0,0.0
595.572,0.0,0.0,0.0,0.0,0.0,0.0
595.597,0.0,0.0,0.0,0.0,0.0,0.0
595.624,0.0,0.0,0.0,0.0,0.0,0.0
595.651,0.0,0.0,0.0,0.0,0.0,0.0
595.677,0.0,0.0,0.0,0.0,0.0,0.0
595.704,0.0,0.0,0.0,0.0,0.0,0.0
595.73,0.0,0.0,0.0,0.0,0.0,0.0
595.759,0.0,0.0,0.0,0.0,0.0,0.0
595.785,0.0,0.0,0.0,0.0,0.0,0.0
595.81,0.0,0.0,0.0,0.0,0.0,0.0
595.835,0.0,0.0,0.0,0.0,0.0,0.0
595.865,0.0,0.0,0.0,0.0,0.0,0.0
595.893,0.0,0.0,0.0,0.0,0.0,0.0
595.922,0.0,0.0,0.0,0.0,0.0,0.0
595.947,0.0,0.0,0.0,0.0,0.0,0.0
595.973,0.0,0.0,0.0,0.0,0.0,0.0
596.001,0.0,0.0,0.0,0.0,0.0,0.0
596.031,0.0,0.0,0.0,0.0,0.0,0.0
596.06,0.0,0.0,0.0,0.0,0.0,0.0
596.087,0.0,0.0,0.0,0.0,0.0,0.0
596.115,0.0,0.0,0.0,0.0,0.0,0.0
596.141,0.0,0.0,0.0,0.0,0.0,0.0
596.17,0.0,0.0,0.0,0.0,0.0,0.0
596.195,0.0,0.0,0.0,0.0,0.0,0.0
596.222,0.0,0.0,0.0,0.0,0.0,0.0
596.251,0.0,0.0,0.0,0.0,0.0,0.0
596.28,0.0,0.0,0.0,0.0,0.0,0.0
596.309,0.0,0.0,0.0,0.0,0.0,0.0
596.334,0.0,0.0,0.0,0.0,0.0,0.0
596.36,0.0,0.0,0.0,0.0,0.0,0.0
596.387,0.0,0.0,0.0,0.0,0.0,0.0
596.415,0.0,0.0,0.0,0.0,0.0,0.0
596.444,0.0,0.0,0.0,0.0,0.0,0.0
596.472,0.0,0.0,0.0,0.0,0.0,0.0
596.502,0.0,0.0,0.0,0.0,0.0,0.0
596.528,0.0,0.0,0.0,0.0,0.0,0.0
596.553,0.0,0.0,0.0,0.0,0.0,0.0
596.58,0.0,0.0,0.0,0.0,0.0,0.0
596.609,0.0,0.0,0.0,0.0,0.0,0.0
596.636,0.0,0.0,0.0,0.0,0.0,0.0
596.661,0.0,0.0,0.0,0.0,0.0,0.0
596.689,0.0,0.0,0.0,0.0,0.0,0.0
596.715,0.0,0.0,0.0,0.0,0.0,0.0
596.743,0.0,0.0,0.0,0.0,0.0,0.0
596.772,0.0,0.0,0.0,0.0,0.0,0.0
596.8,0.0,0.0,0.0,0.0,0.0,0.0
596.829,0.0,0.0,0.0,0.0,0.0,0.0
596.859,0.0,0.0,0.0,0.0,0.0,0.0
596.887,0.0,0.0,0.0,0.0,0.0,0.0
596.915,0.0,0.0,0.0,0.0,0.0,0.0
596.945,0.0,0.0,0.0,0.0,0.0,0.0
596.97,0.0,0.0,0.0,0.0,0.0,0.0
596.996,0.0,0.0,0.0,0.0,0.0,0.0
597.022,0.0,0.0,0.0,0.0,0.0,0.0
597.05,0.0,0.0,0.0,0.0,0.0,0.0
597.077,0.0,0.0,0.0,0.0,0.0,0.0
597.106,0.0,0.0,0.0,0.0,0.0,0.0
597.134,0.0,0.0,0.0,0.0,0.0,0.0
597.16,0.0,0.0,0.0,0.0,0.0,0.0
597.187,0.0,0.0,0.0,0.0,0.0,0.0
597.215,0.0,0.0,0.0,0.0,0.0,0.0
597.244,0.0,0.0,0.0,0.0,0.0,0.0
597.272,0.0,0.0,0.0,0.0,0.0,0.0
597.301,0.0,0.0,0.0,0.0,0.0,0.0
597.327,0.0,0.0,0.0,0.0,0.0,0.0
597.354,0.0,0.0,0.0,0.0,0.0,0.0
597.38,0.0,0.0,0.0,0.0,0.0,0.0
597.409,0.0,0.0,0.0,0.0,0.0,0.0
597.436,0.0,0.0,0.0,0.0,0.0,0.0
597.465,0.0,0.0,0.0,0.0,0.0,0.0
597.493,0.0,0.0,0.0,0.0,0.0,0.0
597.518,0.0,0.0,0.0,0.0,0.0,0.0
597.546,0.0,0.0,0.0,0.0,0.0,0.0
597.576,0.0,0.0,0.0,0.0,0.0,0.0
597.603,0.0,0.0,0.0,0.0,0.0,0.0
597.63,0.0,0.0,0.0,0.0,0.0,0.0
597.657,0.0,0.0,0.0,0.0,0.0,0.0
597.687,0.0,0.0,0.0,0.0,0.0,0.0
597.715,0.0,0.0,0.0,0.0,0.0,0.0
597.741,0.0,0.0,0.0,0.0,0.0,0.0
597.771,0.0,0.0,0.0,0.0,0.0,0.0
597.801,0.0,0.0,0.0,0.0,0.0,0.0
597.827,0.0,0.0,0.0,0.0,0.0,0.0
597.853,0.0,0.0,0.0,0.0,0.0,0.0
597.879,0.0,0.0,0.0,0.0,0.0,0.0
597.906,0.0,0.0,0.0,0.0,0.0,0.0
597.935,0.0,0.0,0.0,0.0,0.0,0.0
597.961,0.0,0.0,0.0,0.0,0.0,0.0
597.986,0.0,0.0,0.0,0.0,0.0,0.0
598.015,0.0,0.0,0.0,0.0,0.0,0.0
598.04,0.0,0.0,0.0,0.0,0.0,0.0
598.066,0.0,0.0,0.0,0.0,0.0,0.0
598.094,0.0,0.0,0.0,0.0,0.0,0.0
598.119,0.0,0.0,0.0,0.0,0.0,0.0
598.145,0.0,0.0,0.0,0.0,0.0,0.0
598.172,0.0,0.0,0.0,0.0,0.0,0.0
598.197,0.0,0.0,0.0,0.0,0.0,0.0
598.222,0.0,0.0,0.0,0.0,0.0,0.0
598.251,0.0,0.0,0.0,0.0,0.0,0.0
598.28,0.0,0.0,0.0,0.0,0.0,0.0
598.305,0.0,0.0,0.0,0.0,0.0,0.0
598.336,0.0,0.0,0.0,0.0,0.0,0.0
598.365,0.0,0.0,0.0,0.0,0.0,0.0
598.393,0.0,0.0,0.0,0.0,0.0,0.0
598.423,0.0,0.0,0.0,0.0,0.0,0.0
598.45,0.0,0.0,0.0,0.0,0.0,0.0
598.478,0.0,0.0,0.0,0.0,0.0,0.0
598.504,0.0,0.0,0.0,0.0,0.0,0.0
598.53,0.0,0.0,0.0,0.0,0.0,0.0
598.559,0.0,0.0,0.0,0.0,0.0,0.0
598.587,0.0,0.0,0.0,0.0,0.0,0.0
598.615,0.0,0.0,0.0,0.0,0.0,0.0
598.644,0.0,0.0,0.0,0.0,0.0,0.0
598.672,0.0,0.0,0.0,0.0,0.0,0.0
598.701,0.0,0.0,0.0,0.0,0.0,0.0
598.728,0.0,0.0,0.0,0.0,0.0,0.0
598.753,0.0,0.0,0.0,0.0,0.0,0.0
598.779,0.0,0.0,0.0,0.0,0.0,0.0
598.809,0.0,0.0,0.0,0.0,0.0,0.0
598.834,0.0,0.0,0.0,0.0,0.0,0.0
598.86,0.0,0.0,0.0,0.0,0.0,0.0
598.888,0.0,0.0,0.0,0.0,0.0,0.0
598.915,0.0,0.0,0.0,0.0,0.0,0.0
598.941,0.0,0.0,0.0,0.0,0.0,0.0
598.971,0.0,0.0,0.0,0.0,0.0,0.0
599.0,0.0,0.0,0.0,0.0,0.0,0.0
599.029,0.0,0.0,0.0,0.0,0.0,0.0
599.055,0.0,0.0,0.0,0.0,0.0,0.0
599.085,0.0,0.0,0.0,0.0,0.0,0.0
599.11,0.0,0.0,0.0,0.0,0.0,0.0
599.137,0.0,0.0,0.0,0.0,0.0,0.0
599.165,0.0,0.0,0.0,0.0,0.0,0.0
599.194,0.0,0.0,0.0,0.0,0.0,0.0
599.222,0.0,0.0,0.0,0.0,0.0,0.0
599.251,0.0,0.0,0.0,0.0,0.0,0.0
599.28,0.0,0.0,0.0,0.0,0.0,0.0
599.309,0.0,0.0,0.0,0.0,0.0,0.0
599.339,0.0,0.0,0.0,0.0,0.0,0.0
599.366,0.0,0.0,0.0,0.0,0.0,0.0
599.394,0.0,0.0,0.0,0.0,0.0,0.0
599.421,0.0,0.0,0.0,0.0,0.0,0.0
599.446,0.0,0.0,0.0,0.0,0.0,0.0
599.472,0.0,0.0,0.0,0.0,0.0,0.0
599.5,0.0,0.0,0.0,0.0,0.0,0.0
599.526,0.0,0.0,0.0,0.0,0.0,0.0
599.553,0.0,0.0,0.0,0.0,0.0,0.0
599.58,0.0,0.0,0.0,0.0,0.0,0.0
599.609,0.0,0.0,0.0,0.0,0.0,0.0
599.635,0.0,0.0,0.0,0.0,0.0,0.0
599.664,0.0,0.0,0.0,0.0,0.0,0.0
599.692,0.0,0.0,0.0,0.0,0.0,0.0
599.721,0.0,0.0,0.0,0.0,0.0,0.0
599.75,0.0,0.0,0.0,0.0,0.0,0.0
599.779,0.0,0.0,0.0,0.0,0.0,0.0
599.809,0.0,0.0,0.0,0.0,0.0,0.0
599.838,0.0,0.0,0.0,0.0,0.0,0.0
599.864,0.0,0.0,0.0,0.0,0.0,0.0
599.889,0.0,0.0,0.0,0.0,0.0,0.0
599.915,0.0,0.0,0.0,0.0,0.0,0.0
599.944,0.0,0.0,0.0,0.0,0.0,0.0
599.971,0.0,0.0,0.0,0.0,0.0,0.0
599.996,0.0,0.0,0.0,0.0,0.0,0.0
600.021,0.0,0.0,0.0,0.0,0.0,0.0
600.046,0.0,0.0,0.0,0.0,0.0,0.0
600.071,0.0,0.0,0.0,0.0,0.0,0.0
600.101,0.0,0.0,0.0,0.0,0.0,0.0
600.13,0.0,0.0,0.0,0.0,0.0,0.0
600.159,0.0,0.0,0.0,0.0,0.0,0.0
600.185,0.0,0.0,0.0,0.0,0.0,0.0
600.214,0.0,0.0,0.0,0.0,0.0,0.0
600.24,0.0,0.0,0.0,0.0,0.0,0.0
600.267,0.0,0.0,0.0,0.0,0.0,0.0
600.296,0.0,0.0,0.0,0.0,0.0,0.0
600.321,0.0,0.0,0.0,0.0,0.0,0.0
600.351,0.0,0.0,0.0,0.0,0.0,0.0
600.376,0.0,0.0,0.0,0.0,0.0,0.0
600.402,0.0,0.0,0.0,0.0,0.0,0.0
600.427,0.0,0.0,0.0,0.0,0.0,0.0
600.457,0.0,0.0,0.0,0.0,0.0,0.0
600.482,0.0,0.0,0.0,0.0,0.0,0.0
600.51,0.0,0.0,0.0,0.0,0.0,0.0
600.535,0.0,0.0,0.0,0.0,0.0,0.0
600.564,0.0,0.0,0.0,0.0,0.0,0.0
600.59,0.0,0.0,0.0,0.0,0.0,0.0
600.615,0.0,0.0,0.0,0.0,0.0,0.0
600.641,0.0,0.0,0.0,0.0,0.0,0.0
600.671,0.0,0.0,0.0,0.0,0.0,0.0
600.697,0.0,0.0,0.0,0.0,0.0,0.0
600.722,0.0,0.0,0.0,0.0,0.0,0.0
600.747,0.0,0.0,0.0,0.0,0.0,0.0
600.773,0.0,0.0,0.0,0.0,0.0,0.0
600.798,0.0,0.0,0.0,0.0,0.0,0.0
600.828,0.0,0.0,0.0,0.0,0.0,0.0
600.853,0.0,0.0,0.0,0.0,0.0,0.0
600.88,0.0,0.0,0.0,0.0,0.0,0.0
600.909,0.0,0.0,0.0,0.0,0.0,0.0
600.935,0.0,0.0,0.0,0.0,0.0,0.0
600.96,0.0,0.0,0.0,0.0,0.0,0.0
600.986,0.0,0.0,0.0,0.0,0.0,0.0
601.014,0.0,0.0,0.0,0.0,0.0,0.0
601.04,0.0,0.0,0.0,0.0,0.0,0.0
601.065,0.0,0.0,0.0,0.0,0.0,0.0
601.09,0.0,0.0,0.0,0.0,0.0,0.0
601.116,0.0,0.0,0.0,0.0,0.0,0.0
601.144,0.0,0.0,0.0,0.0,0.0,0.0
601.171,0.0,0.0,0.0,0.0,0.0,0.0
601.197,0.0,0.0,0.0,0.0,0.0,0.0
601.223,0.0,0.0,0.0,0.0,0.0,0.0
601.248,0.0,0.0,0.0,0.0,0.0,0.0
601.276,0.0,0.0,0.0,0.0,0.0,0.0
601.302,0.0,0.0,0.0,0.0,0.0,0.0
601.33,0.0,0.0,0.0,0.0,0.0,0.0
601.359,0.0,0.0,0.0,0.0,0.0,0.0
601.385,0.0,0.0,0.0,0.0,0.0,0.0
601.41,0.0,0.0,0.0,0.0,0.0,0.0
601.435,0.0,0.0,0.0,0.0,0.0,0.0
601.464,0.0,0.0,0.0,0.0,0.0,0.0
601.49,0.0,0.0,0.0,0.0,0.0,0.0
601.516,0.0,0.0,0.0,0.0,0.0,0.0
601.544,0.0,0.0,0.0,0.0,0.0,0.0
601.571,0.0,0.0,0.0,0.0,0.0,0.0
601.601,0.0,0.0,0.0,0.0,0.0,0.0
601.63,0.0,0.0,0.0,0.0,0.0,0.0
601.66,0.0,0.0,0.0,0.0,0.0,0.0
601.686,0.0,0.0,0.0,0.0,0.0,0.0
601.714,0.0,0.0,0.0,0.0,0.0,0.0
601.741,0.0,0.0,0.0,0.0,0.0,0.0
601.771,0.0,0.0,0.0,0.0,0.0,0.0
601.801,0.0,0.0,0.0,0.0,0.0,0.0
601.83,0.0,0.0,0.0,0.0,0.0,0.0
601.859,0.0,0.0,0.0,0.0,0.0,0.0
601.886,0.0,0.0,0.0,0.0,0.0,0.0
601.914,0.0,0.0,0.0,0.0,0.0,0.0
601.941,0.0,0.0,0.0,0.0,0.0,0.0
601.971,0.0,0.0,0.0,0.0,0.0,0.0
601.996,0.0,0.0,0.0,0.0,0.0,0.0
602.021,0.0,0.0,0.0,0.0,0.0,0.0
602.05,0.0,0.0,0.0,0.0,0.0,0.0
602.078,0.0,0.0,0.0,0.0,0.0,0.0
602.104,0.0,0.0,0.0,0.0,0.0,0.0
602.13,0.0,0.0,0.0,0.0,0.0,0.0
602.159,0.0,0.0,0.0,0.0,0.0,0.0
602.185,0.0,0.0,0.0,0.0,0.0,0.0
602.214,0.0,0.0,0.0,0.0,0.0,0.0
602.243,0.0,0.0,0.0,0.0,0.0,0.0
602.271,0.0,0.0,0.0,0.0,0.0,0.0
602.298,0.0,0.0,0.0,0.0,0.0,0.0
602.326,0.0,0.0,0.0,0.0,0.0,0.0
602.352,0.0,0.0,0.0,0.0,0.0,0.0
602.38,0.0,0.0,0.0,0.0,0.0,0.0
602.406,0.0,0.0,0.0,0.0,0.0,0.0
602.434,0.0,0.0,0.0,0.0,0.0,0.0
602.461,0.0,0.0,0.0,0.0,0.0,0.0
602.486,0.0,0.0,0.0,0.0,0.0,0.0
602.511,0.0,0.0,0.0,0.0,0.0,0.0
602.537,0.0,0.0,0.0,0.0,0.0,0.0
602.564,0.0,0.0,0.0,0.0,0.0,0.0
602.593,0.0,0.0,0.0,0.0,0.0,0.0
602.621,0.0,0.0,0.0,0.0,0.0,0.0
602.649,0.0,0.0,0.0,0.0,0.0,0.0
602.678,0.0,0.0,0.0,0.0,0.0,0.0
602.705,0.0,0.0,0.0,0.0,0.0,0.0
602.731,0.0,0.0,0.0,0.0,0.0,0.0
